Distance,Intensity
63.789,65516.4688
63.876,65517.7344
63.963,65531.7344
64.049,65528.3750
64.136,65522.0000
64.223,65517.2852
64.309,65518.7812
64.396,65524.8203
64.483,65513.2930
64.569,65528.3203
64.656,65528.1719
64.743,65520.3516
64.829,65525.7266
64.916,65522.4453
65.003,65521.9648
65.089,65529.2617
65.176,65528.9844
65.263,65512.7500
65.349,65508.2383
65.436,65515.7773
65.523,65531.5430
65.609,65514.0000
65.696,65513.1055
65.783,65515.1719
65.869,65514.0742
65.956,65527.1289
66.043,65517.5898
66.129,65515.3203
66.216,65522.4766
66.303,65527.5703
66.389,65527.3125
66.476,65511.9570
66.563,65514.1172
66.649,65512.7031
66.736,65506.7656
66.823,65535.0000
66.909,65513.1562
66.996,65524.8477
67.083,65509.9766
67.169,65513.9141
67.256,65513.4062
67.343,65521.0352
67.429,65526.9492
67.516,65523.8438
67.603,65505.3398
67.689,65503.9961
67.776,65511.7891
67.863,65511.0000
67.949,65516.8477
68.036,65522.5273
68.123,65529.4805
68.209,65517.0000
68.296,65525.3438
68.383,65526.3555
68.469,65527.3750
68.556,65521.0312
68.643,65520.0547
68.729,65504.6289
68.816,65510.0469
68.903,65514.8750
68.989,65514.6133
69.076,65499.0000
69.163,65489.8711
69.249,65506.0000
69.336,65500.3594
69.423,65495.3945
69.509,65496.9883
69.596,65487.6016
69.683,65492.9922
69.769,65485.7852
69.856,65496.0000
69.943,65493.0000
70.029,65495.3906
70.116,65496.9727
70.203,65495.5469
70.289,65489.5391
70.376,65505.1328
70.463,65505.6641
70.549,65499.1367
70.636,65506.4336
70.723,65497.0586
70.810,65521.8633
70.896,65531.7773
70.983,65492.7383
71.070,65520.5195
71.156,65519.0820
71.243,65529.2695
71.330,65527.2617
71.416,65532.4883
71.503,65522.1406
71.590,65509.0625
71.676,65523.8242
71.763,65533.4219
71.850,65516.6602
71.936,65529.2266
72.023,65530.7266
72.110,65524.3438
72.196,65503.4297
72.283,65524.5234
72.370,65516.5234
72.456,65503.8516
72.543,65511.3320
72.630,65532.0234
72.716,65532.6719
72.803,65514.1641
72.890,65507.9727
72.976,65500.1328
73.063,65519.4414
73.150,65525.6797
73.236,65508.1602
73.323,65521.5195
73.410,65522.4648
73.496,65522.8438
73.583,65526.5430
73.670,65531.4727
73.756,65532.2578
73.843,65527.0898
73.930,65533.1523
74.016,65517.8047
74.103,65513.5234
74.190,65528.3789
74.276,65526.8555
74.363,65523.8359
74.450,65521.3125
74.536,65527.8516
74.623,65517.7070
74.710,65515.2539
74.796,65528.1406
74.883,65518.6953
74.970,65519.4922
75.056,65516.8867
75.143,65528.8164
75.230,65507.8945
75.316,65515.4219
75.403,65514.3320
75.490,65517.9258
75.576,65513.5781
75.663,65527.1758
75.750,65518.4609
75.836,65526.6875
75.923,65522.7852
76.010,65508.4922
76.096,65513.7539
76.183,65522.7422
76.270,65535.0000
76.356,65533.7734
76.443,65515.5703
76.530,65520.3633
76.616,65522.6719
76.703,65525.8008
76.790,65511.8828
76.876,65516.1641
76.963,65533.4961
77.050,65519.3672
77.136,65525.9766
77.223,65533.5508
77.310,65530.1133
77.396,65512.5547
77.483,65509.0156
77.570,65532.2852
77.656,65522.2773
77.743,65512.0664
77.830,65526.0000
77.916,65511.5117
78.003,65515.8281
78.090,65528.9727
78.176,65514.3047
78.263,65525.6914
78.350,65526.0039
78.436,65533.3242
78.523,65511.7070
78.610,65511.0977
78.696,65529.4258
78.783,65514.8516
78.870,65517.1289
78.956,65516.4062
79.043,65507.9922
79.130,65510.8203
79.216,65510.2070
79.303,65494.2656
79.390,65503.4375
79.477,65498.0859
79.563,65494.4297
79.650,65489.5078
79.737,65499.5820
79.823,65493.8359
79.910,65497.9180
79.997,65493.2422
80.083,65505.5664
80.170,65511.0547
80.257,65502.7656
80.343,65493.3086
80.430,65496.0000
80.517,65493.3750
80.603,65508.3281
80.690,65515.7109
80.777,65513.4258
80.863,65516.7188
80.950,65518.2344
81.037,65520.0000
81.123,65531.4570
81.210,65514.4688
81.297,65533.1328
81.383,65519.2578
81.470,65520.6797
81.557,65516.2500
81.643,65530.1250
81.730,65526.1484
81.817,65514.3164
81.903,65503.9375
81.990,65510.2148
82.077,65522.1719
82.163,65523.6133
82.250,65528.6719
82.337,65520.8398
82.423,65528.1602
82.510,65510.8281
82.597,65515.3047
82.683,65534.2539
82.770,65526.4375
82.857,65512.0039
82.943,65514.9844
83.030,65534.2227
83.117,65534.5508
83.203,65522.7383
83.290,65515.7852
83.377,65509.7539
83.463,65511.4102
83.550,65526.9609
83.637,65517.6992
83.723,65524.6953
83.810,65502.9219
83.897,65529.5703
83.983,65515.2109
84.070,65525.6602
84.157,65523.1641
84.243,65513.2852
84.330,65534.8164
84.417,65527.2383
84.503,65526.5938
84.590,65520.1133
84.677,65518.4023
84.763,65534.8945
84.850,65521.3477
84.937,65534.3320
85.023,65534.6094
85.110,65506.3711
85.197,65526.1875
85.283,65526.1602
85.370,65527.8125
85.457,65535.0000
85.543,65510.4062
85.630,65520.1445
85.717,65528.7617
85.803,65518.1133
85.890,65526.8828
85.977,65519.0000
86.063,65534.9453
86.150,65531.8711
86.237,65526.7930
86.323,65525.0078
86.410,65512.0156
86.497,65534.8789
86.583,65528.9805
86.670,65534.9688
86.757,65523.9922
86.843,65534.9844
86.930,65535.0000
87.017,65526.0000
87.103,65528.0078
87.190,65530.0117
87.277,65534.9688
87.363,65532.9805
87.450,65514.0664
87.537,65535.0000
87.624,65520.0195
87.710,65529.9609
87.797,65519.0352
87.884,65524.1094
87.970,65528.9570
88.057,65510.1445
88.144,65498.1680
88.230,65534.7500
88.317,65520.0898
88.404,65524.0312
88.490,65524.0508
88.577,65534.5508
88.664,65523.0391
88.750,65522.8203
88.837,65518.1680
88.924,65512.3945
89.010,65524.4961
89.097,65523.7383
89.184,65515.7773
89.270,65497.2578
89.357,65506.0000
89.444,65504.5273
89.530,65491.1445
89.617,65499.9688
89.704,65497.8750
89.790,65500.8711
89.877,65495.0664
89.964,65499.1016
90.050,65499.0000
90.137,65504.0352
90.224,65503.0000
90.310,65499.7344
90.397,65501.8828
90.484,65499.5195
90.570,65500.0820
90.657,65489.6680
90.744,65511.1875
90.830,65513.9570
90.917,65507.4023
91.004,65517.1836
91.090,65508.3281
91.177,65514.0898
91.264,65513.1211
91.350,65534.0508
91.437,65529.5430
91.524,65531.8438
91.610,65522.3672
91.697,65534.9453
91.784,65534.1250
91.870,65512.5039
91.957,65534.3203
92.044,65517.0977
92.130,65520.3516
92.217,65522.7461
92.304,65523.3047
92.390,65523.9492
92.477,65525.6289
92.564,65517.3828
92.650,65529.9336
92.737,65516.0000
92.824,65534.1992
92.910,65509.8281
92.997,65527.5508
93.084,65524.5586
93.170,65520.9297
93.257,65519.2188
93.344,65529.9805
93.430,65524.4219
93.517,65519.2695
93.604,65517.1680
93.690,65527.8477
93.777,65508.6211
93.864,65500.4375
93.950,65525.0000
94.037,65511.9180
94.124,65528.5703
94.210,65520.5859
94.297,65529.0000
94.384,65512.1172
94.470,65534.8281
94.557,65519.4336
94.644,65519.1250
94.730,65513.5312
94.817,65526.8086
94.904,65531.8203
94.990,65530.0000
95.077,65519.5195
95.164,65521.4688
95.250,65519.6094
95.337,65527.7578
95.424,65513.8359
95.510,65534.9023
95.597,65525.1953
95.684,65521.9023
95.771,65512.2148
95.857,65505.3516
95.944,65530.4883
96.031,65532.4453
96.117,65523.5234
96.204,65530.5234
96.291,65523.2148
96.377,65535.0000
96.464,65522.8672
96.551,65507.7539
96.637,65509.7695
96.724,65523.3164
96.811,65518.2383
96.897,65507.7930
96.984,65535.0000
97.071,65509.4258
97.157,65533.1367
97.244,65506.7031
97.331,65529.6953
97.417,65525.9258
97.504,65535.0000
97.591,65521.7578
97.677,65518.4062
97.764,65521.4805
97.851,65522.3711
97.937,65533.4922
98.024,65532.3789
98.111,65517.4023
98.197,65515.7422
98.284,65505.8477
98.371,65522.4766
98.457,65533.9492
98.544,65528.2656
98.631,65533.2656
98.717,65520.5039
98.804,65516.6445
98.891,65507.8203
98.977,65527.9609
99.064,65509.8633
99.151,65520.3711
99.237,65519.7539
99.324,65501.6953
99.411,65499.5781
99.497,65503.2812
99.584,65498.2891
99.671,65493.7266
99.757,65508.1211
99.844,65503.6719
99.931,65498.5938
100.017,65499.1484
100.104,65506.8945
100.191,65502.6641
100.277,65505.1055
100.364,65511.3789
100.451,65503.7656
100.537,65503.0859
100.624,65500.5625
100.711,65502.5742
100.797,65504.4766
100.884,65516.8125
100.971,65518.1602
101.057,65508.5820
101.144,65530.2930
101.231,65510.8555
101.317,65506.2852
101.404,65518.1562
101.491,65511.6562
101.577,65533.3281
101.664,65535.0000
101.751,65512.0156
101.837,65522.7852
101.924,65527.1172
102.011,65526.9336
102.097,65533.3477
102.184,65516.2188
102.271,65506.5586
102.357,65528.7070
102.444,65523.0000
102.531,65530.1484
102.617,65512.6133
102.704,65516.2461
102.791,65521.3750
102.877,65530.4414
102.964,65530.6016
103.051,65523.3398
103.137,65513.9258
103.224,65520.6289
103.311,65532.0039
103.397,65523.6953
103.484,65528.6758
103.571,65523.6641
103.657,65520.8516
103.744,65532.8867
103.831,65521.1914
103.917,65508.4102
104.004,65519.8281
104.091,65531.6641
104.177,65522.1562
104.264,65510.3789
104.351,65526.9961
104.438,65529.9961
104.524,65508.4219
104.611,65533.7852
104.698,65531.5469
104.784,65523.2266
104.871,65534.1797
104.958,65524.3516
105.044,65530.4414
105.131,65524.6641
105.218,65516.1836
105.304,65506.0430
105.391,65521.4766
105.478,65528.0625
105.564,65521.6250
105.651,65507.9961
105.738,65525.0625
105.824,65523.0547
105.911,65534.3477
105.998,65517.8359
106.084,65522.4375
106.171,65528.6172
106.258,65511.2109
106.344,65530.3320
106.431,65532.5469
106.518,65513.7930
106.604,65521.4766
106.691,65515.8438
106.778,65535.0000
106.864,65524.1406
106.951,65528.7305
107.038,65515.5586
107.124,65513.3086
107.211,65534.5352
107.298,65517.7305
107.384,65512.5312
107.471,65501.1719
107.558,65522.7773
107.644,65506.6602
107.731,65520.1914
107.818,65500.1523
107.904,65532.1211
107.991,65517.3750
108.078,65522.1133
108.164,65531.2148
108.251,65530.8516
108.338,65530.3242
108.424,65521.7383
108.511,65522.2695
108.598,65524.4961
108.684,65516.9922
108.771,65516.0000
108.858,65525.5039
108.944,65530.2109
109.031,65531.7109
109.118,65521.6680
109.204,65520.0391
109.291,65524.4648
109.378,65518.4570
109.464,65499.8359
109.551,65507.5898
109.638,65502.8789
109.724,65505.6094
109.811,65504.4297
109.898,65500.9453
109.984,65504.7773
110.071,65503.1211
110.158,65505.2148
110.244,65503.4648
110.331,65498.3398
110.418,65502.1523
110.504,65499.4102
110.591,65500.6250
110.678,65499.7188
110.764,65500.8203
110.851,65496.1914
110.938,65520.4023
111.024,65511.7578
111.111,65514.0469
111.198,65519.5000
111.284,65523.0000
111.371,65514.3633
111.458,65520.6172
111.544,65529.7734
111.631,65522.0195
111.718,65523.5430
111.804,65532.4297
111.891,65535.0000
111.978,65530.4102
112.064,65526.1211
112.151,65530.9570
112.238,65524.5234
112.324,65523.3828
112.411,65520.9609
112.498,65516.9766
112.585,65526.1836
112.671,65533.2305
112.758,65511.3945
112.845,65525.3906
112.931,65529.3203
113.018,65526.0234
113.105,65517.6016
113.191,65517.8945
113.278,65533.1875
113.365,65527.8789
113.451,65523.0000
113.538,65506.5234
113.625,65513.0820
113.711,65518.9219
113.798,65522.5391
113.885,65520.1602
113.971,65514.3555
114.058,65523.6875
114.145,65514.8594
114.231,65507.3750
114.318,65522.1367
114.405,65519.0352
114.491,65532.4727
114.578,65513.1367
114.665,65513.2227
114.751,65533.4062
114.838,65532.4414
114.925,65519.1680
115.011,65525.0000
115.098,65528.2266
115.185,65518.8203
115.271,65529.2969
115.358,65519.9297
115.445,65517.5938
115.531,65535.0000
115.618,65530.6992
115.705,65518.6602
115.791,65530.0078
115.878,65512.3086
115.965,65504.3203
116.051,65528.3320
116.138,65531.6523
116.225,65530.3477
116.311,65510.9609
116.398,65514.9609
116.485,65515.2734
116.571,65514.0195
116.658,65526.8906
116.745,65528.4180
116.831,65531.2305
116.918,65529.7188
117.005,65529.2773
117.091,65535.0000
117.178,65535.0000
117.265,65522.6523
117.351,65519.9258
117.438,65511.8867
117.525,65514.3164
117.611,65501.8672
117.698,65532.5312
117.785,65512.1719
117.871,65523.3828
117.958,65524.5117
118.045,65527.5820
118.131,65512.5703
118.218,65526.5664
118.305,65521.6406
118.391,65527.3281
118.478,65515.7695
118.565,65519.8867
118.651,65529.0000
118.738,65527.7109
118.825,65529.9258
118.911,65517.0352
118.998,65523.7344
119.085,65520.3672
119.171,65520.5234
119.258,65510.1836
119.345,65505.4023
119.431,65521.1953
119.518,65500.9766
119.605,65512.8789
119.691,65500.3750
119.778,65505.6250
119.865,65493.6211
119.951,65490.1367
120.038,65500.0664
120.125,65497.0859
120.211,65494.4727
120.298,65497.1172
120.385,65502.6836
120.471,65502.3086
120.558,65505.4570
120.645,65492.3203
120.731,65498.3242
120.818,65516.6602
120.905,65514.1602
120.992,65513.3164
121.078,65502.2617
